name,symbol,cap,market
고려제약,014570,835,kosdaq
크린앤사이언스,045520,1667,kosdaq
포스코 ICT,022100,7434,kosdaq
동원F&B,049770,8374,kospi
럭슬,033600,204,kosdaq
KD,044180,388,kosdaq
이글벳,044960,1097,kosdaq
아즈텍WB,032080,389,kosdaq
두산중공업,034020,11502,kospi
오리콤,010470,575,kosdaq
위닉스,044340,4263,kosdaq
상지카일룸,042940,588,kosdaq
한국내화,010040,1108,kospi
엔피케이,048830,373,kosdaq
삼천당제약,000250,7461,kosdaq
에이치케이,044780,297,kosdaq
정원엔시스,045510,451,kosdaq
한양이엔지,045100,2088,kosdaq
누리텔레콤,040160,679,kosdaq
에쎈테크,043340,626,kosdaq
국순당,043650,554,kosdaq
엘컴텍,037950,1292,kosdaq
이오테크닉스,039030,11014,kosdaq
상상인,038540,5892,kosdaq
서울제약,018680,607,kosdaq
나노엔텍,039860,1341,kosdaq
파나진,046210,909,kosdaq
오공,045060,600,kosdaq
솔고바이오,043100,390,kosdaq
비츠로테크,042370,1303,kosdaq
코아시아,045970,1546,kosdaq
정상제이엘에스,040420,1231,kosdaq
진양제약,007370,465,kosdaq
넥슨지티,041140,2483,kosdaq
지니뮤직,043610,2229,kosdaq
진성티이씨,036890,1612,kosdaq
현대통신,039010,673,kosdaq
삼아제약,009300,1077,kosdaq
파루,043200,886,kosdaq
에스씨디,042110,636,kosdaq
한국정보공학,039740,253,kosdaq
디오,039840,6877,kosdaq
네오위즈홀딩스,042420,1240,kosdaq
다산네트웍스,039560,2468,kosdaq
바이오스마트,038460,930,kosdaq
에이아이비트,039230,477,kosdaq
우리기술,032820,883,kosdaq
안국약품,001540,1461,kosdaq
골드퍼시픽,038530,566,kosdaq
세중,039310,566,kosdaq
우리기술투자,041190,2520,kosdaq
HRS,036640,423,kosdaq
에스에이엠티,031330,2275,kosdaq
NICE평가정보,030190,8713,kosdaq
위즈코프,038620,474,kosdaq
이건홀딩스,039020,624,kosdaq
파인디지털,038950,381,kosdaq
나이스정보통신,036800,3260,kosdaq
SG&G,040610,675,kosdaq
아이에이,038880,1386,kosdaq
에스넷,038680,1093,kosdaq
에스엠,041510,8873,kosdaq
쌍용정보통신,010280,900,kosdaq
쎄니트,037760,560,kosdaq
대성미생물,036480,659,kosdaq
에코플라스틱,038110,462,kosdaq
케이엠더블유,032500,19364,kosdaq
화성밸브,039610,709,kosdaq
경남스틸,039240,439,kosdaq
마크로젠,038290,2667,kosdaq
희림,037440,610,kosdaq
레드캡투어,038390,1379,kosdaq
GS홈쇼핑,028150,9863,kosdaq
솔브레인,036830,13257,kosdaq
에프에스티,036810,1378,kosdaq
코맥스,036690,604,kosdaq
EG,037370,685,kosdaq
버추얼텍,036620,400,kosdaq
성도이엔지,037350,526,kosdaq
제일테크노스,038010,356,kosdaq
한세예스24홀딩스,016450,3036,kospi
무림SP,001810,510,kosdaq
세종텔레콤,036630,2395,kosdaq
심텍홀딩스,036710,624,kosdaq
파세코,037070,1284,kosdaq
영풍정밀,036560,1295,kosdaq
이테크건설,016250,2027,kosdaq
KTH,036030,2093,kosdaq
서희건설,035890,2433,kosdaq
주성엔지니어링,036930,3262,kosdaq
대성홀딩스,016710,1269,kospi
다우데이타,032190,3072,kosdaq
동진쎄미켐,005290,8046,kosdaq
선광,003100,1145,kosdaq
씨티젠,036170,1038,kosdaq
영인프런티어,036180,1522,kosdaq
제이에스티나,026040,822,kosdaq
한국팩키지,037230,550,kosdaq
삼지전자,037460,1563,kosdaq
우리조명,037400,248,kosdaq
대원제약,003220,3313,kospi
한국가스공사,036460,37202,kospi
SK머티리얼즈,036490,18511,kosdaq
네패스,033640,5246,kosdaq
인지디스플레,037330,933,kosdaq
위지트,036090,722,kosdaq
유니셈,036200,1457,kosdaq
유성티엔에스,024800,829,kosdaq
이매진아시아,036260,912,kosdaq
코리아나,027050,1446,kosdaq
SCI평가정보,036120,930,kosdaq
더블유에프엠,035290,302,kosdaq
서울전자통신,027040,776,kosdaq
대성창투,027830,812,kosdaq
예림당,036000,919,kosdaq
미래아이앤지,007120,417,kospi
CJ ENM,035760,32784,kosdaq
이지바이오,035810,3174,kosdaq
기산텔레콤,035460,344,kosdaq
제이테크놀로지,035480,672,kosdaq
화천기공,000850,856,kospi
팜스코,036580,1925,kospi
케이티앤지,033780,136606,kospi
한국조선해양,009540,81035,kospi
디씨엠,024090,1439,kospi
바른손이앤에이,035620,1306,kosdaq
솔본,035610,1164,kosdaq
시공테크,020710,973,kosdaq
신일제약,012790,762,kosdaq
조아제약,034940,1181,kosdaq
AK홀딩스,006840,4471,kospi
대한유화,006650,7702,kospi
백산,035150,1936,kospi
지투알,035000,1148,kospi
체시스,033250,704,kospi
인성정보,033230,422,kosdaq
인터파크홀딩스,035080,1401,kosdaq
동국산업,005160,1400,kosdaq
매일홀딩스,005990,1543,kosdaq
해성산업,034810,998,kosdaq
자화전자,033240,1808,kospi
케이티,030200,7892,kospi
하이트론씨스템즈,019490,191,kospi
녹십자셀,031390,5248,kosdaq
디에스티,033430,445,kosdaq
제일기획,030000,27380,kospi
한국정보통신,025770,3179,kosdaq
파라텍,033540,830,kosdaq
동성화인텍,033500,2553,kosdaq
디피씨,026890,2171,kospi
케이씨,029460,1837,kospi
드래곤플라이,030350,531,kosdaq
디케이디앤아이,033310,814,kosdaq
엠케이전자,033160,1670,kosdaq
제이씨현시스템,033320,958,kosdaq
포스코엠텍,009520,2161,kosdaq
스페코,013810,418,kosdaq
좋은사람들,033340,1062,kosdaq
대원화성,024890,600,kospi
모아텍,033200,652,kosdaq
코웰패션,033290,5312,kosdaq
코콤,015710,1192,kosdaq
E1,017940,3420,kospi
SK가스,018670,7825,kospi
다우기술,023590,8345,kospi
영보화학,014440,680,kospi
제룡전기,033100,1079,kosdaq
제이엠아이,033050,547,kosdaq
코너스톤네트웍스,033110,1225,kosdaq
디지틀조선,033130,900,kosdaq
바이온,032980,818,kosdaq
와이지-원,019210,2239,kosdaq
특수건설,026150,1018,kosdaq
아이즈비전,031310,612,kosdaq
SKC,011790,16834,kospi
동일기연,032960,440,kosdaq
소프트센,032680,645,kosdaq
원익,032940,683,kosdaq
원풍물산,008290,1587,kosdaq
웰바이오텍,010600,1080,kospi
한국주강,025890,208,kospi
삼진,032750,633,kosdaq
GMR 머티리얼즈,032860,418,kosdaq
비트컴퓨터,032850,704,kosdaq
엠젠플러스,032790,770,kosdaq
판타지오,032800,417,kosdaq
덕양산업,024900,399,kospi
부산도시가스,015350,4032,kospi
에쓰씨엔지니어링,023960,395,kospi
인지컨트롤스,023800,739,kospi
유비케어,032620,2808,kosdaq
피델릭스,032580,370,kosdaq
TJ미디어,032540,457,kosdaq
휴맥스홀딩스,028080,415,kosdaq
삼일,032280,326,kosdaq
경동인베스트,012320,783,kospi
뉴인텍,012340,252,kosdaq
에스제이엠홀딩스,025530,461,kospi
오스템,031510,578,kosdaq
콤텍시스템,031820,1069,kospi
에스마크,030270,75,kosdaq
엔에스엔,031860,354,kosdaq
피에스케이홀딩스,031980,434,kosdaq
SK하이닉스,000660,605698,kospi
MH에탄올,023150,466,kospi
국동,005320,430,kospi
동남합성,023450,880,kospi
삼성엔지니어링,028050,36848,kospi
신도리코,029530,3911,kospi
예스코홀딩스,015360,2262,kospi
퍼시스,016800,3387,kospi
세보엠이씨,011560,885,kosdaq
한일단조,024740,492,kosdaq
WISCOM,024070,406,kospi
동원수산,030720,460,kospi
미래산업,025560,1079,kospi
KTB투자증권,030210,1438,kospi
양지사,030960,1766,kosdaq
HDC,012630,6811,kospi
광전자,017900,1243,kospi
한국단자공업,025540,4603,kospi
원익홀딩스,030530,3244,kosdaq
한글과컴퓨터,030520,2676,kosdaq
메이슨캐피탈,021880,318,kosdaq
대호피앤씨,021040,775,kosdaq
바른테크놀로지,029480,514,kosdaq
디아이,003160,956,kospi
신성이엔지,011930,1645,kospi
티에이치엔,019180,706,kospi
한온시스템,018880,6586,kospi
미래SCI,028040,292,kosdaq
에이치엘비,028300,54130,kosdaq
팜스토리,027710,936,kosdaq
세원정공,021820,809,kospi
세하,027970,804,kospi
영풍제지,006740,678,kospi
유니온,000910,697,kospi
키다리스튜디오,020120,744,kospi
한섬,020000,7943,kospi
현대엘리베이터,017800,2563,kospi
환인제약,016580,2967,kospi
삼보판지,023600,1370,kosdaq
삼목에스폼,018310,1344,kosdaq
에이스침대,003800,3870,kosdaq
원익큐브,014190,773,kosdaq
계룡건설산업,013580,2009,kospi
두산건설,011160,3942,kospi
서원,021050,596,kospi
에스원,012750,36061,kospi
태경산업,015890,1654,kospi
한화갤러리아타임월드,027390,1281,kospi
리드코프,012700,1732,kosdaq
유니슨,018000,955,kosdaq
아난티,025980,1218,kosdaq
광진실업,026910,241,kosdaq
인터엠,017250,559,kosdaq
신대양제지,016590,2627,kospi
유양디앤유,011690,3393,kospi
남해화학,025860,4243,kospi
동원금속,018500,437,kospi
성안,011300,256,kospi
성우하이텍,015750,2900,kosdaq
대신정보통신,020180,563,kosdaq
서부T&D,006730,4540,kosdaq
경인양행,012610,3430,kospi
풀무원,017810,3489,kospi
현대상선,011200,1636,kospi
서울도시가스,017390,3570,kospi
이구산업,025820,552,kospi
동신건설,025950,514,kosdaq
동화기업,025900,3767,kosdaq
에넥스,011090,729,kospi
에이프로젠 KIC,007460,3158,kospi
제이준코스메틱,025620,1229,kospi
한국카본,017960,3354,kospi
신라에스지,025870,412,kosdaq
케이씨피드,025880,420,kosdaq
한탑,002680,425,kosdaq
한국선재,025550,737,kosdaq
대성엘텍,025440,1036,kosdaq
시노펙스,025320,1970,kosdaq
PN풍년,024940,230,kosdaq
삼천리자전거,024950,743,kosdaq
보령메디앙스,014100,949,kosdaq
KBI메탈,024840,565,kosdaq
경창산업,024910,500,kosdaq
대륙제관,004780,693,kosdaq
동원개발,013120,4036,kosdaq
세원물산,024830,524,kosdaq
이화전기,024810,1638,kosdaq
케이피에프,024880,927,kosdaq
KPX케미칼,025000,2609,kospi
지코,010580,474,kospi
태평양물산,007980,1412,kospi
KB오토시스,024120,691,kosdaq
신원종합개발,017000,430,kosdaq
흥구석유,024060,885,kosdaq
대한약품,023910,1932,kosdaq
이화공영,001840,1079,kosdaq
풍국주정,023900,2148,kosdaq
한국아트라스비엑스,023890,4886,kosdaq
대림제지,017650,598,kosdaq
대한광통신,010170,2684,kosdaq
동일철강,023790,323,kosdaq
플레이위드,023770,949,kosdaq
한국캐피탈,023760,878,kosdaq
한일사료,005860,796,kosdaq
KC그린홀딩스,009440,971,kospi
문배철강,008420,562,kospi
웅진,016880,1079,kospi
모베이스전자,012860,451,kosdaq
CNH,023460,597,kosdaq
국영지앤엠,006050,581,kosdaq
유진기업,023410,3788,kosdaq
제일제강,023440,637,kosdaq
보성파워텍,006910,1032,kosdaq
브이티지엠피,018290,3489,kosdaq
태광,023160,2594,kosdaq
오뚜기,007310,2586,kospi
일정실업,008500,217,kospi
한라,014790,1226,kospi
영신금속,007530,246,kosdaq
LS산전,010120,14820,kospi
신라섬유,001000,467,kosdaq
원일특강,012620,385,kosdaq
서한,011370,1362,kosdaq
대양금속,009190,1885,kospi
이화산업,000760,420,kospi
동원시스템즈,014820,7814,kospi
바른손,018700,347,kosdaq
부방,014470,1895,kosdaq
삼성중공업,010140,44226,kospi
모토닉,009680,2792,kospi
화신,010690,1299,kospi
대명코퍼레이션,007720,1698,kosdaq
대양제지,006580,901,kosdaq
유니크,011320,1196,kosdaq
진로발효,018120,2053,kosdaq
청보산업,013720,191,kosdaq
삼보산업,009620,232,kosdaq
푸드웰,005670,660,kosdaq
푸른저축은행,007330,1237,kosdaq
피제이전자,006140,722,kosdaq
베뉴지,019010,884,kosdaq
엠에스씨,009780,901,kosdaq
삼화페인트공업,000390,1391,kospi
데코앤이,017680,27,kosdaq
행남사,008800,808,kosdaq
경동나비엔,009450,5956,kospi
대동금속,020400,236,kosdaq
광림,014200,1267,kosdaq
대원산업,005710,1166,kosdaq
큐캐피탈,016600,854,kosdaq
한국가구,004590,595,kosdaq
포비스티앤씨,016670,695,kosdaq
중앙에너비스,000440,443,kosdaq
DB,012030,1607,kospi
삼광글라스,005090,1517,kospi
삼륭물산,014970,1603,kosdaq
대림비앤코,005750,707,kospi
경동제약,011040,2076,kosdaq
원풍,008370,434,kosdaq
네이처셀,007390,6241,kosdaq
삼일기업공사,002290,422,kosdaq
일지테크,019540,588,kosdaq
한일화학,007770,458,kosdaq
한국알콜,017890,1741,kosdaq
대주산업,003310,515,kosdaq
글로본,019660,1040,kosdaq
대한해운,005880,5630,kospi
메리츠종금증권,008560,26575,kospi
세명전기,017510,749,kosdaq
휴니드테크놀러지스,005870,974,kospi
수산중공업,017550,880,kospi
에이티넘인베스트,021080,953,kosdaq
롯데케미칼,011170,77120,kospi
대동기어,008830,269,kosdaq
세아베스틸,001430,6097,kospi
호텔신라,008770,31987,kospi
백광소재,014580,1238,kospi
화승알앤에이,013520,1288,kospi
신흥,004080,910,kospi
화승인더스트리,006060,6500,kospi
극동유화,014530,1227,kospi
고려산업,002140,939,kospi
피에스텍,002230,817,kosdaq
대현,016090,1120,kospi
케이비아이동국실업,001620,487,kospi
광명전기,017040,995,kospi
부산산업,011390,1695,kospi
STX,011810,1436,kospi
고려아연,010130,79726,kospi
코센,009730,1107,kosdaq
청호컴넷,012600,252,kospi
우리들제약,004720,788,kospi
무림페이퍼,009200,1103,kospi
현대차증권,001500,2934,kospi
금비,008870,629,kospi
대동전자,008110,368,kospi
원림,005820,387,kospi
서흥,008490,4049,kospi
성문전자,014910,463,kospi
넥스트사이언스,003580,1925,kospi
일진홀딩스,015860,2238,kospi
대영포장,014160,1219,kospi
영화금속,012280,666,kospi
신풍제약,019170,3873,kospi
동성제약,002210,4549,kospi
카스,016920,349,kosdaq
키위미디어그룹,012170,296,kospi
한올바이오파마,009420,16534,kospi
하이록코리아,013030,2430,kosdaq
유니켐,011330,1365,kospi
대창,012800,1144,kospi
일성건설,013360,692,kospi
카리스국보,001140,822,kospi
까뮤이앤씨,013700,553,kospi
보락,002760,1231,kospi
선도전기,007610,591,kospi
씨아이테크,004920,257,kospi
광동제약,009290,3806,kospi
갤럭시아에스엠,011420,523,kospi
남성,004270,1351,kospi
KISCO홀딩스,001940,2365,kospi
태영건설,009410,9856,kospi
한국특수형강,007280,446,kospi
한솔로지스틱스,009180,379,kospi
삼양통상,002170,1788,kospi
SK텔레콤,017670,195405,kospi
진양폴리우레탄,010640,290,kospi
미창석유공업,003650,1409,kospi
삼익THK,004380,2782,kospi
미원상사,002840,2849,kospi
서연,007860,795,kospi
SBI인베스트먼트,019550,1170,kosdaq
세우글로벌,013000,606,kospi
현대모비스,012330,23642,kospi
메디파트너생명공학,015540,425,kospi
KG케미칼,001390,1477,kospi
대우부품,009320,1108,kospi
현대해상,001450,24317,kospi
현대그린푸드,005440,11187,kospi
한국전력공사,015760,179429,kospi
국도화학,007690,2748,kospi
녹십자,006280,14141,kospi
SIMPAC,009160,1914,kospi
윌비스,008600,787,kospi
대창단조,015230,856,kospi
사조산업,007160,2002,kospi
한익스프레스,014130,583,kospi
사조동아원,008040,1560,kospi
경인전자,009140,328,kospi
무림P&P,009580,2903,kospi
인디에프,014990,1712,kospi
한솔피엔에스,010420,366,kospi
디와이,013570,1390,kospi
방림,003610,857,kospi
큐로,015590,1112,kospi
한솔케미칼,014680,1403,kospi
퍼스텍,010820,1052,kospi
리더스 기술투자,019570,391,kosdaq
엠벤처투자,019590,698,kosdaq
동원산업,006040,8128,kospi
대덕전자,008060,8230,kospi
한성기업,003680,353,kospi
모헨즈,006920,525,kosdaq
이스타코,015020,264,kospi
태림포장,011280,3296,kospi
아세아제지,002310,2682,kospi
화천기계,010660,626,kospi
CJ씨푸드,011150,1074,kospi
신화실업,001770,273,kospi
조일알미늄,018470,544,kospi
에스엘,005850,1267,kospi
영원무역홀딩스,009970,6981,kospi
더존비즈온,012510,22462,kospi
보령제약,003850,6586,kospi
폴루스바이오팜,007630,482,kospi
이건산업,008250,863,kospi
모나리자,012690,1452,kospi
대구백화점,006370,632,kospi
우성사료,006980,1015,kospi
유성기업,002920,723,kospi
한일철강,002220,459,kospi
삼익악기,002450,1639,kospi
화성산업,002460,1606,kospi
디티알오토모티브,007340,3033,kospi
보해양조,000890,1405,kospi
상상인증권,001290,1432,kospi
혜인,003010,608,kospi
금강공업,014280,993,kospi
엔케이물산,009810,657,kospi
율촌화학,008730,3670,kospi
신원,009270,1765,kospi
동방,004140,571,kospi
한국쉘석유,002960,4368,kospi
부광약품,003000,9403,kospi
풍산홀딩스,005810,2664,kospi
부국증권,001270,2312,kospi
계양전기,012200,927,kospi
한솔테크닉스,004710,2277,kospi
동성화학,005190,894,kospi
DB금융투자,016610,1866,kospi
한미사이언스,008930,25800,kospi
삼진제약,005500,3670,kospi
포스코,005490,192247,kospi
범양건영,002410,437,kospi
파미셀,005690,4959,kospi
동국제강,001230,5774,kospi
대원전선,006340,851,kospi
이수화학,005950,1650,kospi
삼성증권,016360,31121,kospi
삼영무역,002810,2896,kospi
한양증권,001750,947,kospi
금호석유화학,011780,22546,kospi
유안타증권,003470,5529,kospi
제일파마홀딩스,002620,2971,kospi
에이엔피,015260,318,kospi
한창제지,009460,1891,kospi
넥센,005720,3143,kospi
삼성공조,006660,708,kospi
세방전지,004490,5607,kospi
진원생명과학,011000,684,kospi
참엔지니어링,009310,554,kospi
한국프랜지공업,010100,688,kospi
코스모신소재,005070,2082,kospi
덕성,004830,476,kospi
신영증권,001720,5144,kospi
유진증권,001200,2097,kospi
유화증권,003460,1423,kospi
한신기계공업,011700,565,kospi
코스모화학,005420,847,kospi
가온전선,000500,820,kospi
S-Oil,010950,107629,kospi
한화에어로스페이스,012450,19644,kospi
삼화전자공업,011230,253,kospi
현대제철,004020,42102,kospi
써니전자,004770,1362,kospi
현대비앤지스틸,004560,1372,kospi
사조오양,006090,760,kospi
한화투자증권,003530,4430,kospi
삼화전기,009470,929,kospi
SK증권,001510,2883,kospi
평화홀딩스,010770,573,kospi
일신석재,007110,2204,kospi
동부제철,016380,7991,kospi
아이에스동서,010780,1519,kospi
SH에너지화학,002360,1222,kospi
대한화섬,003830,1227,kospi
코리아써키트,007810,2386,kospi
신세계,004170,25794,kospi
OCI,010060,15073,kospi
삼일제약,000520,1378,kospi
인스코비,006490,3068,kospi
일성신약,003120,2237,kospi
현대건설,000720,48217,kospi
TCC스틸,002710,646,kospi
에이프로젠제약,003060,2634,kospi
F&F,007700,18480,kospi
아남전자,008700,1708,kospi
현대미포조선,010620,16955,kospi
GS건설,006360,25136,kospi
삼아알미늄,006110,480,kospi
한국전자홀딩스,006200,329,kospi
삼성SDI,006400,161253,kospi
삼성전기,009150,82163,kospi
고려개발,004200,1659,kospi
동부건설,005960,1851,kospi
케이씨티시,009070,870,kospi
코오롱글로벌,003070,2622,kospi
빙그레,005180,5566,kospi
녹십자홀딩스,005250,9617,kospi
신한,005450,347,kospi
조선내화,000480,3696,kospi
현대약품,004310,1677,kospi
남양유업,003920,3384,kospi
남선알미늄,008350,5950,kospi
한국화장품제조,003350,1314,kospi
삼호,001880,3150,kospi
현대종합상사,011760,2361,kospi
LS,006260,15424,kospi
SK네트웍스,001740,14991,kospi
경농,002100,2863,kospi
티웨이홀딩스,004870,1403,kospi
동방아그로,007590,934,kospi
송원산업,004430,3768,kospi
진흥기업,002780,3193,kospi
한국석유공업,004090,701,kospi
천일고속,000650,1019,kospi
대원강업,000430,2257,kospi
만호제강,001080,679,kospi
조광피혁,004700,2616,kospi
세방,004360,2192,kospi
동양철관,008970,1320,kospi
대유에이텍,002880,973,kospi
남광토건,001260,1199,kospi
삼영전자공업,005680,1780,kospi
신영와코루,005800,909,kospi
오리엔트바이오,002630,1033,kospi
조비,001550,898,kospi
한국공항,005430,1298,kospi
조광페인트,004910,774,kospi
삼천리,004690,3499,kospi
성보화학,003080,971,kospi
조흥,002600,906,kospi
금양,001570,1040,kospi
사조대림,003960,1503,kospi
남영비비안,002070,1652,kospi
S&T중공업,003570,1989,kospi
한신공영,004960,1765,kospi
농심,004370,15115,kospi
삼영화학공업,003720,342,kospi
성신양회,004980,2025,kospi
신라교역,004970,1944,kospi
신풍제지,002870,505,kospi
종근당홀딩스,001630,4459,kospi
크라운해태홀딩스,005740,1559,kospi
한독,002390,3131,kospi
SG충방,001380,861,kospi
SK디스커버리,006120,4445,kospi
샘표,007540,1137,kospi
흥아해운,003280,509,kospi
GS글로벌,001250,1968,kospi
금호산업,002990,4432,kospi
삼부토건,001470,980,kospi
삼화콘덴서공업,001820,4922,kospi
페이퍼코리아,001020,556,kospi
동양,001520,3485,kospi
한화,000880,18702,kospi
JW중외제약,001060,6136,kospi
영풍,000670,11273,kospi
백광산업,001340,1159,kospi
성창기업지주,000180,1161,kospi
한창,005110,1219,kospi
삼화왕관,004450,1023,kospi
KR모터스,000040,913,kospi
고려제강,002240,4440,kospi
태양금속공업,004100,442,kospi
선창산업,002820,571,kospi
DRB동일,004840,1106,kospi
넥센타이어,002350,9308,kospi
SG세계물산,004060,1943,kospi
롯데정밀화학,004000,11894,kospi
동화약품,000020,2299,kospi
대림산업,000210,32016,kospi
LG상사,001120,6085,kospi
국제약품,002720,1034,kospi
태광산업,003240,12392,kospi
부산주공,005030,214,kospi
한일현대시멘트,006390,5416,kospi
CS홀딩스,000590,675,kospi
신성통상,005390,2508,kospi
DB하이텍,000990,7859,kospi
대림통상,006570,627,kospi
유유제약,000220,739,kospi
강남제비스코,000860,1427,kospi
대신증권,003540,6271,kospi
NH투자증권,005940,34613,kospi
미래에셋대우,006800,47596,kospi
신일산업,002700,1155,kospi
삼성제약,001360,2895,kospi
삼성화재해상보험,000810,106830,kospi
삼양식품,003230,6885,kospi
한화손해보험,000370,3397,kospi
NI스틸,008260,652,kospi
일동홀딩스,000230,1249,kospi
대동공업,000490,1440,kospi
오리온홀딩스,001800,11057,kospi
깨끗한나라,004540,886,kospi
태원물산,001420,321,kospi
코오롱,002020,2285,kospi
삼성전자,005930,3116226,kospi
대유플러스,000300,821,kospi
BYC,001460,1508,kospi
쌍용자동차,003620,3596,kospi
쌍용양회공업,003410,29022,kospi
SPC삼립,005610,8275,kospi
흥국화재,000540,2033,kospi
우리종금,010050,4497,kospi
일양약품,007570,4256,kospi
한진,002320,3718,kospi
한국수출포장공업,002200,762,kospi
현대자동차,005380,266017,kospi
모나미,005360,797,kospi
한화케미칼,009830,3116,kospi
아세아,002030,2432,kospi
카프로,006380,1344,kospi
롯데지주,004990,37505,kospi
대한방직,001070,1015,kospi
서울식품공업,004410,594,kospi
아이에이치큐,003560,2822,kospi
LS네트웍스,000680,2069,kospi
금호전기,001210,329,kospi
하이트진로홀딩스,000140,3295,kospi
노루홀딩스,000320,1655,kospi
기아자동차,000270,175522,kospi
효성,004800,17194,kospi
CJ,001040,26784,kospi
두산,000150,11947,kospi
휴스틸,005010,793,kospi
DB손해보험,005830,36887,kospi
대웅,003090,7907,kospi
동양물산기업,002900,1052,kospi
진양산업,003780,525,kospi
영진약품,003520,1297,kospi
케이씨씨,002380,23699,kospi
롯데칠성음료,005300,1671,kospi
일신방직,003200,1745,kospi
롯데푸드,002270,4997,kospi
아모레퍼시픽그룹,002790,64895,kospi
제주은행,006220,1304,kospi
한솔홀딩스,004150,1909,kospi
벽산,007210,1395,kospi
한국제지,002300,911,kospi
롯데손해보험,000400,6812,kospi
대한제분,001130,2636,kospi
대상,001680,8142,kospi
LG,003550,124414,kospi
동아쏘시오홀딩스,000640,5371,kospi
코리안리,003690,127,kospi
한국주철관공업,000970,2291,kospi
한일홀딩스,003300,2955,kospi
엔피씨,004250,1493,kospi
세아제강지주,003030,1990,kospi
대한전선,001440,5370,kospi
대한제당,001790,1622,kospi
삼양홀딩스,000070,5464,kospi
세기상사,002420,229,kospi
한국테크놀로지그룹,000240,12697,kospi
전방,000950,272,kospi
대한항공,003490,24233,kospi
디아이동일,001530,1818,kospi
유한양행,000100,27662,kospi
CJ대한통운,000120,36158,kospi
메리츠화재,000060,21656,kospi
경방,000050,2739,kospi
유수홀딩스,000700,1859,kospi
한진중공업홀딩스,003480,806,kospi
