name,symbol,cap,market
인터지스,129260,629,kospi
씨유메디칼,115480,449,kosdaq
삼양사,145990,5047,kospi
파인넥스,123260,168,kosdaq
키네마스터,139670,842,kosdaq
비덴트,121800,3359,kosdaq
에스에프씨,112240,798,kosdaq
신진에스엠,138070,476,kosdaq
이엠넷,123570,754,kosdaq
와이지엔터테인먼트,122870,4549,kosdaq
쎄미시스코,136510,413,kosdaq
에이티세미콘,089530,369,kosdaq
테크윙,089030,2028,kosdaq
씨큐브,101240,841,kosdaq
에스엠코어,007820,1705,kosdaq
씨엔플러스,115530,504,kosdaq
하나투어,039130,5640,kospi
케이맥,043290,768,kosdaq
로보스타,090360,1755,kosdaq
대한과학,131220,414,kosdaq
피앤이솔루션,131390,1435,kosdaq
아이디스,143160,3719,kosdaq
에이블씨엔씨,078520,2852,kospi
화진,134780,736,kosdaq
제이씨케미칼,137950,1240,kosdaq
아이씨디,040910,2984,kosdaq
제닉,123330,353,kosdaq
데일리블록체인,139050,563,kosdaq
삼원강재,023000,1200,kospi
상아프론테크,089980,2358,kosdaq
신세계인터내셔날,031430,15137,kospi
에이리츠,140910,256,kospi
나이벡,138610,1174,kosdaq
옵티시스,109080,461,kosdaq
대양전기공업,108380,1253,kosdaq
한국항공우주,047810,36699,kospi
롯데하이마트,071840,7389,kospi
서연탑메탈,019770,336,kosdaq
한세엠케이,069640,534,kospi
코오롱플라스틱,138490,1738,kospi
넥스트아이,137940,910,kosdaq
리켐,131100,817,kosdaq
이마트,139480,35542,kospi
DGB금융지주,139130,12026,kospi
케이티스카이라이프,053210,4357,kospi
엘아이에스,138690,1915,kosdaq
세아특수강,019440,1178,kospi
KMH,122450,1173,kosdaq
골프존뉴딘홀딩스,121440,1624,kosdaq
메리츠금융지주,138040,17598,kospi
윈스,136540,1487,kosdaq
하림,136480,2387,kosdaq
한국종합기술,023350,449,kospi
이퓨쳐,134060,312,kosdaq
티케이케미칼,104480,2872,kosdaq
BNK금융지주,138930,23011,kospi
일진머티리얼즈,020150,18606,kospi
부스타,008470,488,kosdaq
현대위아,011210,14495,kospi
선진,136490,2359,kospi
미원화학,134380,957,kospi
나노신소재,121600,1817,kosdaq
케이아이엔엑스,093320,1728,kosdaq
티피씨글로벌,130740,270,kosdaq
딜리,131180,540,kosdaq
엘비세미콘,061970,3056,kosdaq
제이엔케이히터,126880,1161,kosdaq
블루콤,033560,560,kosdaq
인트론바이오,048530,4156,kosdaq
시디즈,134790,784,kospi
다나와,119860,3386,kosdaq
알서포트,131370,1441,kosdaq
인텍플러스,064290,545,kosdaq
티에스이,131290,880,kosdaq
HSD엔진,082740,1486,kospi
액트,131400,775,kosdaq
대성에너지,117580,1502,kospi
현대에이치씨엔,126560,4075,kospi
대정화금,120240,1161,kosdaq
KTis,058860,793,kospi
한전산업,130660,1152,kospi
피제이메탈,128660,637,kosdaq
디에이치피코리아,131030,1315,kosdaq
제이스테판,096690,764,kosdaq
엘브이엠씨,900140,2188,kospi
티비씨,033830,1430,kosdaq
시그네틱스,033170,960,kosdaq
썬텍,122800,352,kosdaq
한국전자인증,041460,906,kosdaq
디케이락,105740,795,kosdaq
코프라,126600,683,kosdaq
선데이토즈,123420,2215,kosdaq
삼본전자,111870,1814,kosdaq
아나패스,123860,2664,kosdaq
KNN,058400,1741,kosdaq
동양네트웍스,030790,661,kospi
누리플랜,069140,269,kosdaq
아이텍,119830,603,kosdaq
인화정공,101930,541,kosdaq
코렌,078650,730,kosdaq
아이씨케이,068940,583,kosdaq
한일진공,123840,700,kosdaq
휠라코리아,081660,36608,kospi
알파홀딩스,117670,1133,kosdaq
포메탈,119500,350,kosdaq
KTcs,058850,931,kospi
다원시스,068240,4208,kosdaq
현대홈쇼핑,057050,1272,kospi
씨젠,096530,6034,kosdaq
와이솔,122990,4350,kosdaq
하이비젼시스템,126700,1644,kosdaq
화신정공,126640,431,kosdaq
코리아에프티,123410,863,kosdaq
도화엔지니어링,002150,3122,kospi
엠에스오토텍,123040,1998,kosdaq
이글루시큐리티,067920,505,kosdaq
대성산업,128820,1710,kospi
아이마켓코리아,122900,4080,kospi
한미약품,128940,36694,kospi
인터로조,119610,2933,kosdaq
하이텍팜,106190,858,kosdaq
우진,105840,961,kospi
크루셜텍,114120,650,kosdaq
무학,033920,2636,kospi
에스디시스템,121890,222,kosdaq
알톤스포츠,123750,239,kosdaq
웅진에너지,103130,283,kospi
유비벨록스,089850,556,kosdaq
지와이커머스,111820,463,kosdaq
오르비텍,046120,950,kosdaq
이연제약,102460,2633,kospi
한솔시큐어,070300,463,kosdaq
실리콘웍스,108320,5806,kosdaq
투비소프트,079970,818,kosdaq
한국화장품,123690,1321,kospi
에스제이엠,123700,486,kospi
인피니트헬스케어,071200,1488,kosdaq
모바일리더,100030,732,kosdaq
서진오토모티브,122690,440,kosdaq
한라홀딩스,060980,4487,kospi
삼성생명,032830,148400,kospi
신세계푸드,031440,2823,kospi
이스트아시아홀딩스,900110,251,kosdaq
뉴프라이드,900100,1217,kosdaq
케이씨에스,115500,521,kosdaq
씨케이에이치,900120,401,kosdaq
지트리비앤티,115450,6882,kosdaq
삼기오토모티브,122350,787,kosdaq
한화생명,088350,19933,kospi
이미지스,115610,236,kosdaq
조선선재,120030,1038,kospi
인포바인,115310,701,kosdaq
지투하이소닉,106080,165,kosdaq
모베이스,101330,1057,kosdaq
지스마트글로벌,114570,609,kosdaq
코오롱인더,120110,13274,kospi
KC코트렐,119650,915,kospi
지역난방공사,071320,5691,kospi
락앤락,115390,7234,kospi
스타플렉스,115570,466,kosdaq
우리넷,115440,738,kosdaq
아세아텍,050860,748,kosdaq
영흥철강,012160,948,kospi
우노앤컴퍼니,114630,557,kosdaq
코디,080530,426,kosdaq
우리들휴브레인,118000,649,kospi
글로벌에스엠,900070,372,kosdaq
ITX엠투엠,099520,221,kosdaq
KPX생명과학,114450,1188,kosdaq
동양피엔에프,104460,1157,kosdaq
멜파스,096640,507,kosdaq
위메이드,112040,4662,kosdaq
한전기술,052690,7548,kospi
셀바스AI,108860,834,kosdaq
에스앤씨엔진그룹,900080,532,kosdaq
이원컴포텍,088290,1574,kosdaq
웰크론강원,114190,666,kosdaq
GKL,114090,12866,kospi
휴맥스,115160,1208,kosdaq
에이프로젠 H&G,109960,1101,kosdaq
SK,034730,185048,kospi
동방선기,099410,355,kosdaq
상상인인더스트리,101000,710,kosdaq
진매트릭스,109820,488,kosdaq
황금에스티,032560,1071,kospi
비츠로셀,082920,2811,kosdaq
하이트진로,000080,2549,kospi
한스바이오메드,042520,2213,kosdaq
동양생명,082640,6454,kospi
NHN벅스,104200,850,kosdaq
아이앤씨,052860,847,kosdaq
유니온머티리얼,047400,1100,kospi
케이엔더블유,105330,263,kosdaq
형지엘리트,093240,439,kospi
디에스케이,109740,2198,kosdaq
제넥신,095700,13126,kosdaq
톱텍,108230,3588,kosdaq
동국S&C,100130,1300,kosdaq
에스앤더블류,103230,265,kosdaq
키움증권,039490,15757,kospi
게임빌,063080,2153,kosdaq
영원무역,111770,15287,kospi
동일금속,109860,808,kosdaq
아주캐피탈,033660,6359,kospi
한미글로벌,053690,1025,kospi
동아지질,028100,2288,kospi
어보브반도체,102120,978,kosdaq
조이맥스,101730,395,kosdaq
차이나그레이트,900040,652,kosdaq
이엔에프테크놀로지,102710,3472,kosdaq
스맥,099440,702,kosdaq
해덕파워웨이,102210,811,kosdaq
SDN,099220,954,kosdaq
한국정밀기계,101680,244,kosdaq
STX중공업,071970,930,kospi
흥국,010240,598,kosdaq
우림기계,101170,468,kosdaq
티플랙스,081150,567,kosdaq
LG하우시스,108670,5372,kospi
에스티오,098660,286,kosdaq
에이테크솔루션,071670,779,kosdaq
에스앤에스텍,101490,1674,kosdaq
뷰웍스,100120,2700,kosdaq
코오롱생명과학,102940,2511,kosdaq
엔시트론,101400,638,kosdaq
한세실업,105630,7460,kospi
컨버즈,109070,997,kospi
파인테크닉스,106240,1347,kosdaq
미원홀딩스,107590,992,kospi
이수앱지스,086890,1864,kosdaq
대성파인텍,104040,463,kosdaq
유비쿼스홀딩스,078070,3898,kosdaq
메디톡스,086900,16881,kosdaq
엠게임,058630,686,kosdaq
아이컴포넌트,059100,425,kosdaq
NAVER,035420,285127,kospi
에이치엘비생명과학,067630,13503,kosdaq
이크레더블,092130,2252,kosdaq
부국철강,026940,929,kospi
KB금융,105560,181251,kospi
세운메디칼,100700,1487,kosdaq
한국철강,104700,2224,kospi
마이크로컨텍솔,098120,263,kosdaq
KJ프리텍,083470,96,kosdaq
삼강엠앤티,100090,1334,kosdaq
일진전기,103590,1188,kospi
풍산,103140,6067,kospi
LG이노텍,011070,28164,kospi
아이엠,101390,502,kosdaq
웰크론한텍,076080,409,kosdaq
코리아에스이,101670,245,kosdaq
슈프리마에이치큐,094840,590,kosdaq
명문제약,017180,1259,kospi
서울옥션,063170,910,kosdaq
이스트소프트,047560,777,kosdaq
비상교육,100220,1085,kospi
청담러닝,096240,1546,kosdaq
동성코퍼레이션,102260,2486,kospi
월덱스,101160,1103,kosdaq
쎄트렉아이,099320,1348,kosdaq
쌍방울,102280,1317,kospi
브리지텍,064480,379,kosdaq
고영,098460,13699,kosdaq
조이시티,067000,985,kosdaq
우진비앤지,018620,697,kosdaq
테스,095610,3993,kosdaq
예스24,053280,1190,kosdaq
엘디티,096870,194,kosdaq
LG유플러스,032640,634,kospi
메타바이오메드,059210,661,kosdaq
효성오앤비,097870,628,kosdaq
에스모 머티리얼즈,087730,264,kosdaq
비티원,101140,1325,kospi
아시아나항공,020560,13252,kospi
SBS미디어홀딩스,101060,2805,kospi
S&TC,100840,1419,kospi
진양홀딩스,100250,1470,kospi
텔레필드,091440,297,kosdaq
하나니켈1호,099340,101,kospi
하나니켈2호,099350,39,kospi
이트론,096040,909,kosdaq
엔케이,085310,932,kospi
에스맥,097780,2276,kosdaq
에스코넥,096630,1234,kosdaq
일신바이오,068330,898,kosdaq
서원인텍,093920,1172,kosdaq
이씨에스,067010,292,kosdaq
대창솔루션,096350,758,kosdaq
한전KPS,051600,15098,kospi
아이에스이커머스,069920,1119,kosdaq
알에프세미,096610,499,kosdaq
디엔에프,092070,943,kosdaq
일진파워,094820,852,kosdaq
비엠티,086670,571,kosdaq
이아이디,093230,1130,kospi
기신정기,092440,1115,kospi
이엘케이,094190,569,kosdaq
이엠코리아,095190,1546,kosdaq
KSS해운,044450,1709,kospi
효성 ITX,094280,1479,kospi
현우산업,092300,505,kosdaq
유나이티드,033270,3190,kospi
다믈멀티미디어,093640,435,kosdaq
디아이씨,092200,877,kospi
에스에너지,095910,504,kosdaq
성우전자,081580,455,kosdaq
엘엠에스,073110,1797,kosdaq
제이엠티,094970,759,kosdaq
오디텍,080520,612,kosdaq
ISC,095340,1478,kosdaq
네오티스,085910,426,kosdaq
미래나노텍,095500,817,kosdaq
상보,027580,560,kosdaq
CJ제일제당,097950,37184,kospi
바이오톡스텍,086040,1050,kosdaq
팬오션,028670,23762,kospi
연이정보통신,090740,1266,kosdaq
옴니시스템,057540,736,kosdaq
푸른기술,094940,1118,kosdaq
웨이브일렉트로,095270,2460,kosdaq
한진중공업,097230,4101,kospi
빅솔론,093190,1047,kosdaq
JW홀딩스,096760,4291,kospi
S&K폴리텍,091340,696,kosdaq
SK이노베이션,096770,146558,kospi
율호,072770,521,kosdaq
갤럭시아컴즈,094480,1191,kosdaq
에코프로,086520,4451,kosdaq
MP그룹,065150,1063,kosdaq
컴투스,078340,13252,kosdaq
네오위즈,095660,3474,kosdaq
삼성카드,029780,42462,kospi
앤씨앤,092600,525,kosdaq
엔텔스,069410,807,kosdaq
베트남개발1,096300,479,kospi
알루코,001780,1859,kospi
풍강,093380,351,kosdaq
웅진씽크빅,095720,3650,kospi
동국제약,086450,6198,kosdaq
케이프,064820,551,kosdaq
상신이디피,091580,1065,kosdaq
한라IMS,092460,934,kosdaq
에프알텍,073540,629,kosdaq
이엠텍,091120,1401,kosdaq
참좋은여행,094850,876,kosdaq
코닉글로리,094860,486,kosdaq
맵스리얼티1,094800,4957,kospi
이베스트투자증권,078020,3179,kosdaq
매커스,093520,605,kosdaq
오스템임플란트,048260,5857,kosdaq
나노캠텍,091970,639,kosdaq
네오팜,092730,3952,kosdaq
비에이치,090460,7054,kosdaq
오스코텍,039200,6688,kosdaq
켐트로닉스,089010,2107,kosdaq
제이스텍,090470,1993,kosdaq
동아엘텍,088130,846,kosdaq
메타랩스,090370,698,kospi
후성,093370,7057,kospi
휴온스글로벌,084110,3435,kosdaq
케이씨티,089150,409,kosdaq
파트론,091700,6147,kosdaq
유니테스트,086390,2769,kosdaq
휴림로봇,090710,1049,kosdaq
LF,093050,5950,kospi
에스에이티,060540,530,kosdaq
큐에스아이,066310,964,kosdaq
멀티캠퍼스,067280,2169,kosdaq
주연테크,044380,463,kospi
코스맥스비티아이,044820,1287,kospi
화신테크,086250,244,kosdaq
코세스,089890,1247,kosdaq
인천도시가스,034590,1297,kospi
성창오토텍,080470,610,kosdaq
넥스턴,089140,1170,kosdaq
제이티,089790,521,kosdaq
광진윈텍,090150,297,kosdaq
이녹스,088390,747,kosdaq
삼정펄프,009770,819,kospi
KEC,092220,1202,kospi
KPX홀딩스,092230,2269,kospi
THE E&M,089230,1176,kosdaq
바텍,043150,3914,kosdaq
한컴MDS,086960,1059,kosdaq
HDC현대EP,089470,1421,kospi
루멘스,038060,1054,kosdaq
세원셀론텍,091090,1897,kospi
CSA 코스믹,083660,823,kosdaq
티엘아이,062860,482,kosdaq
한국전자금융,063570,2428,kosdaq
쇼박스,086980,2138,kosdaq
팬엔터테인먼트,068050,690,kosdaq
루트로닉,085370,2140,kosdaq
인포뱅크,039290,543,kosdaq
노루페인트,090350,1614,kospi
아모레퍼시픽,090430,107564,kospi
아이오케이,078860,885,kosdaq
동우팜투테이블,088910,995,kosdaq
롯데관광개발,032350,8954,kospi
제이브이엠,054950,1963,kosdaq
평화산업,090080,714,kospi
우진플라임,049800,373,kospi
팅크웨어,084730,762,kosdaq
신세계I&C,035510,1978,kospi
진바이오텍,086060,547,kosdaq
정산애강,022220,1088,kosdaq
진도,088790,489,kospi
에이스테크,088800,2615,kosdaq
맥쿼리인프라,088980,41187,kospi
롯데쇼핑,023530,37624,kospi
셀트리온제약,068760,13175,kosdaq
GST,083450,871,kosdaq
에너토크,019990,371,kosdaq
제우스,079370,1215,kosdaq
한일네트웍스,046110,583,kosdaq
뉴프렉스,085670,461,kosdaq
유진테크,084370,3426,kosdaq
크리스탈,083790,5907,kosdaq
바이오니아,064550,1494,kosdaq
헬릭스미스,084990,21008,kosdaq
인콘,083640,1295,kosdaq
차바이오텍,085660,8187,kosdaq
현대글로비스,086280,56625,kospi
대봉엘에스,078140,805,kosdaq
와이엔텍,067900,1683,kosdaq
케이엠,083550,756,kosdaq
티비에이치글로벌,084870,595,kospi
수성,084180,376,kosdaq
하나금융지주,086790,106586,kospi
한국코퍼레이션,050540,741,kosdaq
제일연마,001560,723,kospi
모다이노칩,080420,2511,kosdaq
비에이치아이,083650,529,kosdaq
EMW,079190,884,kosdaq
GV,045890,1279,kosdaq
현대리바트,079430,2772,kospi
루미마이크로,082800,1398,kosdaq
자연과환경,043910,571,kosdaq
와토스코리아,079000,413,kosdaq
대한제강,084010,1550,kospi
인프라웨어,041020,421,kosdaq
두올산업,078590,699,kosdaq
서린바이오,038070,691,kosdaq
새론오토모티브,075180,858,kospi
그린케미칼,083420,783,kospi
가비아,079940,1046,kosdaq
덕산하이메탈,077360,1515,kosdaq
아바코,083930,880,kosdaq
하나마이크론,067310,1250,kosdaq
나인컴플렉스,082660,223,kosdaq
엘오티베큠,083310,1075,kosdaq
이상네트웍스,080010,673,kosdaq
동북아12호선박투자,083370,79,kospi
동북아13호선박투자,083380,79,kospi
대상홀딩스,084690,2535,kospi
아리온,058220,681,kosdaq
코아스,071950,456,kospi
메디포스트,078160,5091,kosdaq
우리바이오,082850,472,kosdaq
모두투어,080160,3043,kosdaq
이월드,084680,5132,kospi
동양고속,084670,777,kospi
한미반도체,042700,3662,kospi
가온미디어,078890,1220,kosdaq
쏠리드,050890,2581,kosdaq
동일산업,004890,1385,kospi
옵트론텍,082210,1378,kosdaq
젬백스,082270,9157,kosdaq
플랜티넷,075130,412,kosdaq
에스제이케이,080440,234,kosdaq
삼호개발,010960,1150,kospi
금호타이어,073240,12022,kospi
이노와이어리스,073490,1666,kosdaq
인베니아,079950,594,kosdaq
동양이엔피,079960,1014,kosdaq
제주반도체,080220,992,kosdaq
한창산업,079170,300,kosdaq
디이엔티,079810,355,kosdaq
에스엔유,080000,982,kosdaq
iMBC,052220,543,kosdaq
서산,079650,643,kosdaq
KMH하이텍,052900,579,kosdaq
손오공,066910,467,kosdaq
미래컴퍼니,049950,3095,kosdaq
아이크래프트,052460,443,kosdaq
CJ CGV,079160,7502,kospi
일진다이아,081000,4147,kospi
메가스터디,072870,1514,kosdaq
케이에스피,073010,651,kosdaq
KG모빌리언스,046440,1773,kosdaq
대주전자재료,078600,2503,kosdaq
텔레칩스,054450,1432,kosdaq
HB테크놀러지,078150,2255,kosdaq
도이치모터스,067990,2257,kosdaq
유니드,014830,4120,kospi
토비스,051360,1354,kosdaq
제넨바이오,072520,1471,kosdaq
상신브레이크,041650,791,kospi
국일제지,078130,7089,kosdaq
DMS,068790,1189,kosdaq
인팩,023810,376,kospi
코드네이처,078940,887,kosdaq
시너지이노베이션,048870,1355,kosdaq
신성델타테크,065350,777,kosdaq
GS,078930,46040,kospi
유니퀘스트,077500,1852,kospi
다스코,058730,1024,kospi
한국경제TV,039340,1046,kosdaq
LG디스플레이,034220,51525,kospi
다날,064260,2140,kosdaq
텔코웨어,078000,1470,kospi
형지I&C,011080,253,kosdaq
휘닉스소재,050090,485,kosdaq
코엔텍,029960,5350,kosdaq
와이비엠넷,057030,738,kosdaq
CS,065770,565,kosdaq
아미노로직스,074430,1792,kosdaq
한컴지엠디,077280,264,kosdaq
테라젠이텍스,066700,2820,kosdaq
디에이피,066900,873,kosdaq
한양디지텍,078350,514,kosdaq
STX엔진,077970,1693,kospi
동국알앤에스,075970,453,kosdaq
라이트론,069540,768,kosdaq
듀오백,073190,352,kosdaq
삼진엘앤디,054090,542,kosdaq
에스텍파마,041910,1422,kosdaq
NICE,034310,7463,kospi
대교,019680,5260,kospi
에스모,073070,1641,kosdaq
한류타임즈,039670,549,kosdaq
세진티에스,067770,220,kosdaq
한솔인티큐브,070590,357,kosdaq
WI,073570,1752,kosdaq
삼원테크,073640,662,kosdaq
우주일렉트로,065680,825,kosdaq
필로시스헬스케어,057880,712,kosdaq
기업은행,024110,68970,kospi
나노메딕스,074610,3116,kospi
드림어스컴퍼니,060570,3282,kosdaq
버킷스튜디오,066410,537,kosdaq
아프리카TV,067160,9161,kosdaq
원익QnC,074600,3181,kosdaq
로체시스템즈,071280,731,kosdaq
에버다임,041440,847,kosdaq
에스텍,069510,1315,kosdaq
오텍,067170,1847,kosdaq
키이스트,054780,2471,kosdaq
한솔홈데코,025750,967,kospi
중앙백신,072020,1887,kosdaq
휴비츠,065510,1040,kosdaq
우리산업홀딩스,072470,589,kosdaq
디지털대성,068930,1988,kosdaq
코스온,069110,1253,kosdaq
이수페타시스,007660,1638,kospi
강원랜드,035250,65680,kospi
유아이디,069330,143,kosdaq
티씨케이,064760,6456,kosdaq
YG PLUS,037270,733,kospi
아모텍,052710,2265,kosdaq
농심홀딩스,072710,3933,kospi
웰크론,065950,1059,kosdaq
파워로직스,047310,2977,kosdaq
한국금융지주,071050,39008,kospi
신스타임즈,056000,1300,kosdaq
이라이콤,041520,630,kosdaq
녹원씨엔아이,065560,854,kosdaq
유엔젤,072130,746,kospi
SBS,034120,3021,kospi
홈캐스트,064240,1612,kosdaq
씨씨에스,066790,362,kosdaq
웹젠,069080,5932,kosdaq
엔씨소프트,036570,115259,kospi
하이스틸,071090,414,kospi
대화제약,067080,2451,kosdaq
우수AMS,066590,827,kosdaq
JW신약,067290,2015,kosdaq
하츠,066130,919,kosdaq
SBS콘텐츠허브,046140,1277,kosdaq
빅텍,065450,739,kosdaq
탑엔지니어링,065130,1396,kosdaq
DSR제강,069730,660,kospi
이루온,065440,386,kosdaq
태경화학,006890,581,kospi
재영솔루텍,049630,790,kosdaq
한국큐빅,021650,367,kosdaq
인터플렉스,051370,3791,kosdaq
메디프론,065650,1525,kosdaq
삼영이엔씨,065570,498,kosdaq
브레인콘텐츠,066980,1096,kosdaq
리더스코스메틱,016100,1120,kosdaq
한농화성,011500,658,kospi
바이오빌,065940,719,kosdaq
케이피엠테크,042040,1259,kosdaq
엘앤에프,066970,5236,kosdaq
디스플레이텍,066670,692,kosdaq
와이오엠,066430,1458,kosdaq
초록뱀,047820,1223,kosdaq
에프앤리퍼블릭,064090,649,kosdaq
쎌바이오텍,049960,1842,kosdaq
NE능률,053290,470,kosdaq
바른전자,064520,278,kosdaq
현대백화점,069960,18394,kospi
KG이니시스,035600,4758,kosdaq
넥스트BT,065170,1015,kosdaq
대호에이엘,069460,1395,kospi
파라다이스,034230,17552,kosdaq
대웅제약,069620,15700,kospi
젬백스지오,041590,643,kosdaq
마니커,027740,1312,kospi
S&T홀딩스,036530,2584,kospi
휴켐스,069260,9218,kospi
새로닉스,042600,457,kosdaq
세종공업,033530,1017,kospi
오리엔트정공,065500,461,kosdaq
케이알피앤이,060900,438,kosdaq
국보디자인,066620,1136,kosdaq
에스아이리소스,065420,413,kosdaq
와이디온라인,052770,253,kosdaq
필링크,064800,910,kosdaq
포스코강판,058430,1122,kospi
리노스,039980,556,kosdaq
현대바이오,048410,5178,kosdaq
삼성출판사,068290,1740,kospi
세이브존I&C,067830,1381,kospi
에스피지,058610,1566,kosdaq
토탈소프트,045340,241,kosdaq
교보증권,030610,3334,kospi
서호전기,065710,1208,kosdaq
파커스,065690,433,kosdaq
한샘,009240,14520,kospi
한프,066110,528,kosdaq
서울리거,043710,469,kosdaq
홈센타홀딩스,060560,1213,kosdaq
아비코전자,036010,727,kosdaq
큐렉소,060280,1828,kosdaq
제낙스,065620,732,kosdaq
이그잭스,060230,1200,kosdaq
옴니텔,057680,648,kosdaq
우원개발,046940,1233,kosdaq
신세계건설,034300,1054,kospi
인선이엔티,060150,3171,kosdaq
전파기지국,065530,1974,kosdaq
SM Life Design,063440,1328,kosdaq
우신시스템,017370,824,kospi
지어소프트,051160,718,kosdaq
지엔코,065060,1132,kosdaq
셀루메드,049180,1438,kosdaq
KH바텍,060720,4444,kosdaq
알에프텍,061040,1720,kosdaq
에스폴리텍,050760,721,kosdaq
이랜텍,054210,1363,kosdaq
라이브플렉스,050120,815,kosdaq
케이피티유,054410,240,kosdaq
3S,060310,1446,kosdaq
LG전자,066570,112753,kospi
화일약품,061250,961,kosdaq
오상자이엘,053980,1219,kosdaq
한국콜마홀딩스,024720,4009,kospi
농우바이오,054050,2108,kosdaq
케이엘넷,039420,581,kosdaq
S&T모티브,064960,6756,kospi
에스티아이,039440,3071,kosdaq
잉크테크,049550,693,kosdaq
대한뉴팜,054670,1615,kosdaq
씨티씨바이오,060590,1174,kosdaq
인탑스,049070,2468,kosdaq
KT서브마린,060370,834,kosdaq
피씨디렉트,051380,553,kosdaq
현진소재,053660,820,kosdaq
광주신세계,037710,2816,kospi
구영테크,053270,454,kosdaq
한국기업평가,034950,2688,kosdaq
뉴보텍,060260,389,kosdaq
동양에스텍,060380,296,kosdaq
백금T&A,046310,440,kosdaq
슈펙스비앤피,058530,353,kosdaq
고려신용정보,049720,732,kosdaq
제일바이오,052670,912,kosdaq
서울반도체,046890,7871,kosdaq
아가방컴퍼니,013990,1207,kosdaq
일야,058450,270,kosdaq
미코,059090,1704,kosdaq
에이앤티앤,050320,730,kosdaq
유신,054930,662,kosdaq
프럼파스트,035200,299,kosdaq
한국컴퓨터,054040,456,kosdaq
대동스틸,048470,645,kosdaq
레드로버,060300,291,kosdaq
링네트,042500,732,kosdaq
제이웨이,058420,214,kosdaq
큐로컴,040350,1283,kosdaq
팬스타엔터프라이즈,054300,515,kosdaq
피앤텔,054340,269,kosdaq
한빛소프트,047080,1026,kosdaq
일진디스플,020760,929,kospi
NHN한국사이버결제,060250,4973,kosdaq
금강철강,053260,663,kosdaq
룽투코리아,060240,1443,kosdaq
포스링크,056730,674,kosdaq
SKC 솔믹스,057500,2032,kosdaq
동아화성,041930,804,kosdaq
비츠로시스,054220,254,kosdaq
오리엔탈정공,014940,381,kosdaq
필룩스,033180,8352,kospi
크로바하이텍,043590,347,kosdaq
리노공업,058470,8551,kosdaq
성우테크론,045300,368,kosdaq
에스에프에이,056190,15979,kosdaq
신화인터텍,056700,1063,kosdaq
엑사이엔씨,054940,592,kosdaq
평화정공,043370,1991,kosdaq
종근당바이오,063160,1551,kospi
APS홀딩스,054620,1984,kosdaq
코위버,056360,969,kosdaq
성호전자,043260,315,kosdaq
UCI,038340,1411,kosdaq
YW,051390,398,kosdaq
삼영엠텍,054540,447,kosdaq
이니텍,053350,1039,kosdaq
에이디칩스,054630,305,kosdaq
유진로봇,056080,1159,kosdaq
태웅,044490,2081,kosdaq
경남제약,053950,2895,kosdaq
삼보모터스,053700,948,kosdaq
한컴위드,054920,506,kosdaq
코미팜,041960,8981,kosdaq
프리엠스,053160,351,kosdaq
코나아이,052400,2381,kosdaq
중앙오션,054180,651,kosdaq
SGA,049470,355,kosdaq
지에스이,053050,454,kosdaq
큐브앤컴퍼니,043090,964,kosdaq
소리바다,053110,585,kosdaq
아이디스홀딩스,054800,1397,kosdaq
코데즈컴바인,047770,1131,kosdaq
안랩,053800,6829,kosdaq
신한지주,055550,204143,kospi
YTN,040300,798,kosdaq
CMG제약,058820,6292,kosdaq
JYP Ent.,035900,7560,kosdaq
한국테크놀로지,053590,1354,kosdaq
KCC건설,021320,1444,kosdaq
세동,053060,169,kosdaq
프로텍,053610,1766,kosdaq
액토즈소프트,052790,1433,kosdaq
세코닉스,053450,807,kosdaq
바이넥스,053030,2771,kosdaq
오성첨단소재,052420,1589,kosdaq
웅진코웨이,021240,66789,kospi
태양,053620,763,kosdaq
W홀딩컴퍼니,052300,684,kosdaq
유아이엘,049520,1139,kosdaq
대원미디어,048910,989,kosdaq
센트럴바이오,051980,360,kosdaq
세아홀딩스,058650,3268,kospi
CJ프레시웨이,051500,3170,kosdaq
파인디앤씨,049120,529,kosdaq
디지아이,043360,230,kosdaq
코텍,052330,2079,kosdaq
한네트,052600,375,kosdaq
에스티큐브,052020,3190,kosdaq
에이치엘비파워,043220,1564,kosdaq
스카이문스테크놀로지,033790,223,kosdaq
큐로홀딩스,051780,334,kosdaq
이에스에이,052190,2003,kosdaq
나라엠앤디,051490,520,kosdaq
에코바이오,038870,622,kosdaq
에이텍,045660,763,kosdaq
SK바이오랜드,052260,2242,kosdaq
대아티아이,045390,4205,kosdaq
캠시스,050110,1674,kosdaq
SFA반도체,036540,4468,kosdaq
LG생활건강,051900,192104,kospi
LG화학,051910,222719,kospi
대우건설,047040,19264,kospi
포스코인터내셔널,047050,23750,kospi
대우조선해양,042660,3393,kospi
두산인프라코어,042670,11803,kospi
삼표시멘트,038500,3822,kosdaq
진양화학,051630,649,kospi
SM C&C,048550,1524,kosdaq
승일,049830,551,kosdaq
조광ILI,044060,919,kosdaq
피에스엠씨,024850,506,kosdaq
TPC,048770,627,kosdaq
코메론,049430,724,kosdaq
바이오제네틱스,044480,990,kosdaq
삼화네트웍스,046390,678,kosdaq
성광벤드,014620,2840,kosdaq
유라테크,048430,604,kosdaq
삼현철강,017480,649,kosdaq
오픈베이스,049480,1062,kosdaq
KCI,036670,1127,kosdaq
라온시큐어,042510,984,kosdaq
오로라,039830,1335,kosdaq
금화피에스시,036190,1773,kosdaq
코다코,046070,857,kosdaq
인바디,041830,3264,kosdaq
